f_Hz,Kprime_VG 10  (η = 10 mPa·s)_GPa,Kdoubleprime_VG 10  (η = 10 mPa·s)_GPa,tand_VG 10  (η = 10 mPa·s),Kprime_VG 22  (η = 22 mPa·s)_GPa,Kdoubleprime_VG 22  (η = 22 mPa·s)_GPa,tand_VG 22  (η = 22 mPa·s),Kprime_VG 46  (η = 46 mPa·s)_GPa,Kdoubleprime_VG 46  (η = 46 mPa·s)_GPa,tand_VG 46  (η = 46 mPa·s),Kprime_VG 100 (η = 100 mPa·s)_GPa,Kdoubleprime_VG 100 (η = 100 mPa·s)_GPa,tand_VG 100 (η = 100 mPa·s),Kprime_VG 320 (η = 320 mPa·s)_GPa,Kdoubleprime_VG 320 (η = 320 mPa·s)_GPa,tand_VG 320 (η = 320 mPa·s)
1.617e+05,1.500000,0.000001,0.000000,1.500000,0.000002,0.000001,1.500000,0.000003,0.000002,1.500000,0.000007,0.000005,1.500000,0.000023,0.000015
1.674e+05,1.500000,0.000001,0.000000,1.500000,0.000002,0.000001,1.500000,0.000003,0.000002,1.500000,0.000007,0.000005,1.500000,0.000024,0.000016
1.733e+05,1.500000,0.000001,0.000001,1.500000,0.000002,0.000001,1.500000,0.000004,0.000002,1.500000,0.000008,0.000005,1.500000,0.000024,0.000016
1.794e+05,1.500000,0.000001,0.000001,1.500000,0.000002,0.000001,1.500000,0.000004,0.000002,1.500000,0.000008,0.000005,1.500000,0.000025,0.000017
1.857e+05,1.500000,0.000001,0.000001,1.500000,0.000002,0.000001,1.500000,0.000004,0.000003,1.500000,0.000008,0.000005,1.500000,0.000026,0.000017
1.922e+05,1.500000,0.000001,0.000001,1.500000,0.000002,0.000001,1.500000,0.000004,0.000003,1.500000,0.000008,0.000006,1.500000,0.000027,0.000018
1.990e+05,1.500000,0.000001,0.000001,1.500000,0.000002,0.000001,1.500000,0.000004,0.000003,1.500000,0.000009,0.000006,1.500000,0.000028,0.000019
2.060e+05,1.500000,0.000001,0.000001,1.500000,0.000002,0.000001,1.500000,0.000004,0.000003,1.500000,0.000009,0.000006,1.500000,0.000029,0.000019
2.132e+05,1.500000,0.000001,0.000001,1.500000,0.000002,0.000001,1.500000,0.000004,0.000003,1.500000,0.000009,0.000006,1.500000,0.000030,0.000020
2.208e+05,1.500000,0.000001,0.000001,1.500000,0.000002,0.000001,1.500000,0.000004,0.000003,1.500000,0.000010,0.000006,1.500000,0.000031,0.000021
2.285e+05,1.500000,0.000001,0.000001,1.500000,0.000002,0.000001,1.500000,0.000005,0.000003,1.500000,0.000010,0.000007,1.500000,0.000032,0.000022
2.366e+05,1.500000,0.000001,0.000001,1.500000,0.000002,0.000002,1.500000,0.000005,0.000003,1.500000,0.000010,0.000007,1.500000,0.000033,0.000022
2.449e+05,1.500000,0.000001,0.000001,1.500000,0.000002,0.000002,1.500000,0.000005,0.000003,1.500000,0.000011,0.000007,1.500000,0.000035,0.000023
2.535e+05,1.500000,0.000001,0.000001,1.500000,0.000002,0.000002,1.500000,0.000005,0.000003,1.500000,0.000011,0.000007,1.500000,0.000036,0.000024
2.624e+05,1.500000,0.000001,0.000001,1.500000,0.000003,0.000002,1.500000,0.000005,0.000004,1.500000,0.000012,0.000008,1.500000,0.000037,0.000025
2.717e+05,1.500000,0.000001,0.000001,1.500000,0.000003,0.000002,1.500000,0.000006,0.000004,1.500000,0.000012,0.000008,1.500000,0.000038,0.000026
2.812e+05,1.500000,0.000001,0.000001,1.500000,0.000003,0.000002,1.500000,0.000006,0.000004,1.500000,0.000012,0.000008,1.500000,0.000040,0.000026
2.911e+05,1.500000,0.000001,0.000001,1.500000,0.000003,0.000002,1.500000,0.000006,0.000004,1.500000,0.000013,0.000009,1.500000,0.000041,0.000027
3.014e+05,1.500000,0.000001,0.000001,1.500000,0.000003,0.000002,1.500000,0.000006,0.000004,1.500000,0.000013,0.000009,1.500000,0.000043,0.000028
3.120e+05,1.500000,0.000001,0.000001,1.500000,0.000003,0.000002,1.500000,0.000006,0.000004,1.500000,0.000014,0.000009,1.500000,0.000044,0.000029
3.230e+05,1.500000,0.000001,0.000001,1.500000,0.000003,0.000002,1.500000,0.000007,0.000004,1.500000,0.000014,0.000010,1.500000,0.000046,0.000030
3.344e+05,1.500000,0.000001,0.000001,1.500000,0.000003,0.000002,1.500000,0.000007,0.000005,1.500000,0.000015,0.000010,1.500000,0.000047,0.000031
3.461e+05,1.500000,0.000002,0.000001,1.500000,0.000003,0.000002,1.500000,0.000007,0.000005,1.500000,0.000015,0.000010,1.500000,0.000049,0.000033
3.583e+05,1.500000,0.000002,0.000001,1.500000,0.000003,0.000002,1.500000,0.000007,0.000005,1.500000,0.000016,0.000011,1.500000,0.000051,0.000034
3.709e+05,1.500000,0.000002,0.000001,1.500000,0.000004,0.000002,1.500000,0.000008,0.000005,1.500000,0.000016,0.000011,1.500000,0.000052,0.000035
3.840e+05,1.500000,0.000002,0.000001,1.500000,0.000004,0.000002,1.500000,0.000008,0.000005,1.500000,0.000017,0.000011,1.500000,0.000054,0.000036
3.975e+05,1.500000,0.000002,0.000001,1.500000,0.000004,0.000003,1.500000,0.000008,0.000005,1.500000,0.000018,0.000012,1.500000,0.000056,0.000037
4.115e+05,1.500000,0.000002,0.000001,1.500000,0.000004,0.000003,1.500000,0.000008,0.000006,1.500000,0.000018,0.000012,1.500000,0.000058,0.000039
4.260e+05,1.500000,0.000002,0.000001,1.500000,0.000004,0.000003,1.500000,0.000009,0.000006,1.500000,0.000019,0.000013,1.500000,0.000060,0.000040
4.410e+05,1.500000,0.000002,0.000001,1.500000,0.000004,0.000003,1.500000,0.000009,0.000006,1.500000,0.000019,0.000013,1.500000,0.000062,0.000042
4.565e+05,1.500000,0.000002,0.000001,1.500000,0.000004,0.000003,1.500000,0.000009,0.000006,1.500000,0.000020,0.000013,1.500000,0.000064,0.000043
4.726e+05,1.500000,0.000002,0.000001,1.500000,0.000005,0.000003,1.500000,0.000010,0.000006,1.500000,0.000021,0.000014,1.500000,0.000067,0.000044
4.892e+05,1.500000,0.000002,0.000001,1.500000,0.000005,0.000003,1.500000,0.000010,0.000007,1.500000,0.000022,0.000014,1.500000,0.000069,0.000046
5.064e+05,1.500000,0.000002,0.000001,1.500000,0.000005,0.000003,1.500000,0.000010,0.000007,1.500000,0.000022,0.000015,1.500000,0.000072,0.000048
5.242e+05,1.500000,0.000002,0.000002,1.500000,0.000005,0.000003,1.500000,0.000011,0.000007,1.500000,0.000023,0.000015,1.500000,0.000074,0.000049
5.427e+05,1.500000,0.000002,0.000002,1.500000,0.000005,0.000004,1.500000,0.000011,0.000007,1.500000,0.000024,0.000016,1.500000,0.000077,0.000051
5.618e+05,1.500000,0.000002,0.000002,1.500000,0.000005,0.000004,1.500000,0.000011,0.000008,1.500000,0.000025,0.000017,1.500000,0.000079,0.000053
5.816e+05,1.500000,0.000003,0.000002,1.500000,0.000006,0.000004,1.500000,0.000012,0.000008,1.500000,0.000026,0.000017,1.500000,0.000082,0.000055
6.021e+05,1.500000,0.000003,0.000002,1.500000,0.000006,0.000004,1.500000,0.000012,0.000008,1.500000,0.000027,0.000018,1.500000,0.000085,0.000057
6.232e+05,1.500000,0.000003,0.000002,1.500000,0.000006,0.000004,1.500000,0.000013,0.000008,1.500000,0.000027,0.000018,1.500000,0.000088,0.000059
6.452e+05,1.500000,0.000003,0.000002,1.500000,0.000006,0.000004,1.500000,0.000013,0.000009,1.500000,0.000028,0.000019,1.500000,0.000091,0.000061
6.679e+05,1.500000,0.000003,0.000002,1.500000,0.000006,0.000004,1.500000,0.000014,0.000009,1.500000,0.000029,0.000020,1.500000,0.000094,0.000063
6.914e+05,1.500000,0.000003,0.000002,1.500000,0.000007,0.000004,1.500000,0.000014,0.000009,1.500000,0.000031,0.000020,1.500000,0.000098,0.000065
7.157e+05,1.500000,0.000003,0.000002,1.500000,0.000007,0.000005,1.500000,0.000015,0.000010,1.500000,0.000032,0.000021,1.500000,0.000101,0.000067
7.409e+05,1.500000,0.000003,0.000002,1.500000,0.000007,0.000005,1.500000,0.000015,0.000010,1.500000,0.000033,0.000022,1.500000,0.000105,0.000070
7.670e+05,1.500000,0.000003,0.000002,1.500000,0.000007,0.000005,1.500000,0.000016,0.000010,1.500000,0.000034,0.000023,1.500000,0.000108,0.000072
7.940e+05,1.500000,0.000004,0.000002,1.500000,0.000008,0.000005,1.500000,0.000016,0.000011,1.500000,0.000035,0.000023,1.500000,0.000112,0.000075
8.220e+05,1.500000,0.000004,0.000002,1.500000,0.000008,0.000005,1.500000,0.000017,0.000011,1.500000,0.000036,0.000024,1.500000,0.000116,0.000077
8.509e+05,1.500000,0.000004,0.000003,1.500000,0.000008,0.000006,1.500000,0.000017,0.000012,1.500000,0.000038,0.000025,1.500000,0.000120,0.000080
8.809e+05,1.500000,0.000004,0.000003,1.500000,0.000009,0.000006,1.500000,0.000018,0.000012,1.500000,0.000039,0.000026,1.500000,0.000124,0.000083
9.119e+05,1.500000,0.000004,0.000003,1.500000,0.000009,0.000006,1.500000,0.000019,0.000012,1.500000,0.000040,0.000027,1.500000,0.000129,0.000086
9.440e+05,1.500000,0.000004,0.000003,1.500000,0.000009,0.000006,1.500000,0.000019,0.000013,1.500000,0.000042,0.000028,1.500000,0.000133,0.000089
9.772e+05,1.500000,0.000004,0.000003,1.500000,0.000009,0.000006,1.500000,0.000020,0.000013,1.500000,0.000043,0.000029,1.500000,0.000138,0.000092
1.012e+06,1.500000,0.000004,0.000003,1.500000,0.000010,0.000007,1.500000,0.000021,0.000014,1.500000,0.000045,0.000030,1.500000,0.000143,0.000095
1.047e+06,1.500000,0.000005,0.000003,1.500000,0.000010,0.000007,1.500000,0.000021,0.000014,1.500000,0.000046,0.000031,1.500000,0.000148,0.000099
1.084e+06,1.500000,0.000005,0.000003,1.500000,0.000011,0.000007,1.500000,0.000022,0.000015,1.500000,0.000048,0.000032,1.500000,0.000153,0.000102
1.122e+06,1.500000,0.000005,0.000003,1.500000,0.000011,0.000007,1.500000,0.000023,0.000015,1.500000,0.000050,0.000033,1.500000,0.000158,0.000106
1.162e+06,1.500000,0.000005,0.000003,1.500000,0.000011,0.000008,1.500000,0.000024,0.000016,1.500000,0.000051,0.000034,1.500000,0.000164,0.000109
1.203e+06,1.500000,0.000005,0.000004,1.500000,0.000012,0.000008,1.500000,0.000024,0.000016,1.500000,0.000053,0.000035,1.500000,0.000170,0.000113
1.245e+06,1.500000,0.000005,0.000004,1.500000,0.000012,0.000008,1.500000,0.000025,0.000017,1.500000,0.000055,0.000037,1.500000,0.000176,0.000117
1.289e+06,1.500000,0.000006,0.000004,1.500000,0.000013,0.000008,1.500000,0.000026,0.000017,1.500000,0.000057,0.000038,1.500000,0.000182,0.000121
1.334e+06,1.500000,0.000006,0.000004,1.500000,0.000013,0.000009,1.500000,0.000027,0.000018,1.500000,0.000059,0.000039,1.500000,0.000188,0.000126
1.381e+06,1.500000,0.000006,0.000004,1.500000,0.000013,0.000009,1.500000,0.000028,0.000019,1.500000,0.000061,0.000041,1.500000,0.000195,0.000130
1.430e+06,1.500000,0.000006,0.000004,1.500000,0.000014,0.000009,1.500000,0.000029,0.000019,1.500000,0.000063,0.000042,1.500000,0.000202,0.000135
1.480e+06,1.500000,0.000007,0.000004,1.500000,0.000014,0.000010,1.500000,0.000030,0.000020,1.500000,0.000065,0.000044,1.500000,0.000209,0.000139
1.532e+06,1.500000,0.000007,0.000005,1.500000,0.000015,0.000010,1.500000,0.000031,0.000021,1.500000,0.000068,0.000045,1.500000,0.000216,0.000144
1.586e+06,1.500000,0.000007,0.000005,1.500000,0.000015,0.000010,1.500000,0.000032,0.000021,1.500000,0.000070,0.000047,1.500000,0.000224,0.000149
1.642e+06,1.500000,0.000007,0.000005,1.500000,0.000016,0.000011,1.500000,0.000033,0.000022,1.500000,0.000072,0.000048,1.500000,0.000232,0.000155
1.700e+06,1.500000,0.000007,0.000005,1.500000,0.000016,0.000011,1.500000,0.000034,0.000023,1.500000,0.000075,0.000050,1.500000,0.000240,0.000160
1.760e+06,1.500000,0.000008,0.000005,1.500000,0.000017,0.000011,1.500000,0.000036,0.000024,1.500000,0.000078,0.000052,1.500001,0.000248,0.000166
1.822e+06,1.500000,0.000008,0.000005,1.500000,0.000018,0.000012,1.500000,0.000037,0.000025,1.500000,0.000080,0.000054,1.500001,0.000257,0.000171
1.886e+06,1.500000,0.000008,0.000006,1.500000,0.000018,0.000012,1.500000,0.000038,0.000026,1.500000,0.000083,0.000055,1.500001,0.000266,0.000177
1.952e+06,1.500000,0.000009,0.000006,1.500000,0.000019,0.000013,1.500000,0.000040,0.000026,1.500000,0.000086,0.000057,1.500001,0.000276,0.000184
2.021e+06,1.500000,0.000009,0.000006,1.500000,0.000020,0.000013,1.500000,0.000041,0.000027,1.500000,0.000089,0.000059,1.500001,0.000285,0.000190
2.092e+06,1.500000,0.000009,0.000006,1.500000,0.000020,0.000014,1.500000,0.000042,0.000028,1.500000,0.000092,0.000062,1.500001,0.000295,0.000197
2.166e+06,1.500000,0.000010,0.000006,1.500000,0.000021,0.000014,1.500000,0.000044,0.000029,1.500000,0.000096,0.000064,1.500001,0.000306,0.000204
2.242e+06,1.500000,0.000010,0.000007,1.500000,0.000022,0.000015,1.500000,0.000045,0.000030,1.500000,0.000099,0.000066,1.500001,0.000317,0.000211
2.321e+06,1.500000,0.000010,0.000007,1.500000,0.000023,0.000015,1.500000,0.000047,0.000031,1.500000,0.000102,0.000068,1.500001,0.000328,0.000218
2.402e+06,1.500000,0.000011,0.000007,1.500000,0.000023,0.000016,1.500000,0.000049,0.000033,1.500000,0.000106,0.000071,1.500001,0.000339,0.000226
2.487e+06,1.500000,0.000011,0.000007,1.500000,0.000024,0.000016,1.500000,0.000050,0.000034,1.500000,0.000110,0.000073,1.500001,0.000351,0.000234
2.574e+06,1.500000,0.000011,0.000008,1.500000,0.000025,0.000017,1.500000,0.000052,0.000035,1.500000,0.000114,0.000076,1.500001,0.000363,0.000242
2.665e+06,1.500000,0.000012,0.000008,1.500000,0.000026,0.000017,1.500000,0.000054,0.000036,1.500000,0.000118,0.000078,1.500001,0.000376,0.000251
2.759e+06,1.500000,0.000012,0.000008,1.500000,0.000027,0.000018,1.500000,0.000056,0.000037,1.500000,0.000122,0.000081,1.500001,0.000390,0.000260
2.856e+06,1.500000,0.000013,0.000008,1.500000,0.000028,0.000018,1.500000,0.000058,0.000039,1.500000,0.000126,0.000084,1.500001,0.000403,0.000269
2.957e+06,1.500000,0.000013,0.000009,1.500000,0.000029,0.000019,1.500000,0.000060,0.000040,1.500000,0.000130,0.000087,1.500001,0.000417,0.000278
3.061e+06,1.500000,0.000014,0.000009,1.500000,0.000030,0.000020,1.500000,0.000062,0.000041,1.500000,0.000135,0.000090,1.500002,0.000432,0.000288
3.168e+06,1.500000,0.000014,0.000009,1.500000,0.000031,0.000021,1.500000,0.000064,0.000043,1.500000,0.000140,0.000093,1.500002,0.000447,0.000298
3.280e+06,1.500000,0.000014,0.000010,1.500000,0.000032,0.000021,1.500000,0.000067,0.000044,1.500000,0.000145,0.000096,1.500002,0.000463,0.000309
3.395e+06,1.500000,0.000015,0.000010,1.500000,0.000033,0.000022,1.500000,0.000069,0.000046,1.500000,0.000150,0.000100,1.500002,0.000479,0.000320
3.515e+06,1.500000,0.000016,0.000010,1.500000,0.000034,0.000023,1.500000,0.000071,0.000048,1.500000,0.000155,0.000103,1.500002,0.000496,0.000331
3.639e+06,1.500000,0.000016,0.000011,1.500000,0.000035,0.000024,1.500000,0.000074,0.000049,1.500000,0.000161,0.000107,1.500002,0.000514,0.000342
3.767e+06,1.500000,0.000017,0.000011,1.500000,0.000037,0.000024,1.500000,0.000076,0.000051,1.500000,0.000166,0.000111,1.500002,0.000532,0.000355
3.899e+06,1.500000,0.000017,0.000011,1.500000,0.000038,0.000025,1.500000,0.000079,0.000053,1.500000,0.000172,0.000115,1.500003,0.000551,0.000367
4.037e+06,1.500000,0.000018,0.000012,1.500000,0.000039,0.000026,1.500000,0.000082,0.000055,1.500000,0.000178,0.000119,1.500003,0.000570,0.000380
4.179e+06,1.500000,0.000018,0.000012,1.500000,0.000041,0.000027,1.500000,0.000085,0.000057,1.500000,0.000184,0.000123,1.500003,0.000590,0.000393
4.326e+06,1.500000,0.000019,0.000013,1.500000,0.000042,0.000028,1.500000,0.000088,0.000059,1.500000,0.000191,0.000127,1.500003,0.000611,0.000407
4.478e+06,1.500000,0.000020,0.000013,1.500000,0.000043,0.000029,1.500000,0.000091,0.000061,1.500000,0.000198,0.000132,1.500003,0.000632,0.000421
4.636e+06,1.500000,0.000020,0.000014,1.500000,0.000045,0.000030,1.500000,0.000094,0.000063,1.500000,0.000205,0.000136,1.500004,0.000654,0.000436
4.799e+06,1.500000,0.000021,0.000014,1.500000,0.000047,0.000031,1.500000,0.000097,0.000065,1.500000,0.000212,0.000141,1.500004,0.000678,0.000452
4.968e+06,1.500000,0.000022,0.000015,1.500000,0.000048,0.000032,1.500000,0.000101,0.000067,1.500000,0.000219,0.000146,1.500004,0.000701,0.000468
5.143e+06,1.500000,0.000023,0.000015,1.500000,0.000050,0.000033,1.500000,0.000104,0.000070,1.500000,0.000227,0.000151,1.500004,0.000726,0.000484
5.324e+06,1.500000,0.000023,0.000016,1.500000,0.000052,0.000034,1.500000,0.000108,0.000072,1.500000,0.000235,0.000157,1.500005,0.000752,0.000501
5.511e+06,1.500000,0.000024,0.000016,1.500000,0.000053,0.000036,1.500000,0.000112,0.000075,1.500000,0.000243,0.000162,1.500005,0.000778,0.000519
5.705e+06,1.500000,0.000025,0.000017,1.500000,0.000055,0.000037,1.500000,0.000116,0.000077,1.500001,0.000252,0.000168,1.500005,0.000805,0.000537
5.906e+06,1.500000,0.000026,0.000017,1.500000,0.000057,0.000038,1.500000,0.000120,0.000080,1.500001,0.000261,0.000174,1.500006,0.000834,0.000556
6.114e+06,1.500000,0.000027,0.000018,1.500000,0.000059,0.000040,1.500000,0.000124,0.000083,1.500001,0.000270,0.000180,1.500006,0.000863,0.000575
6.329e+06,1.500000,0.000028,0.000019,1.500000,0.000061,0.000041,1.500000,0.000128,0.000086,1.500001,0.000279,0.000186,1.500007,0.000894,0.000596
6.552e+06,1.500000,0.000029,0.000019,1.500000,0.000064,0.000042,1.500000,0.000133,0.000089,1.500001,0.000289,0.000193,1.500007,0.000925,0.000617
6.782e+06,1.500000,0.000030,0.000020,1.500000,0.000066,0.000044,1.500000,0.000138,0.000092,1.500001,0.000299,0.000200,1.500008,0.000958,0.000638
7.021e+06,1.500000,0.000031,0.000021,1.500000,0.000068,0.000045,1.500000,0.000143,0.000095,1.500001,0.000310,0.000207,1.500008,0.000991,0.000661
7.268e+06,1.500000,0.000032,0.000021,1.500000,0.000071,0.000047,1.500000,0.000148,0.000098,1.500001,0.000321,0.000214,1.500009,0.001026,0.000684
7.524e+06,1.500000,0.000033,0.000022,1.500000,0.000073,0.000049,1.500000,0.000153,0.000102,1.500001,0.000332,0.000221,1.500009,0.001062,0.000708
7.789e+06,1.500000,0.000034,0.000023,1.500000,0.000076,0.000050,1.500000,0.000158,0.000105,1.500001,0.000344,0.000229,1.500010,0.001100,0.000733
8.063e+06,1.500000,0.000036,0.000024,1.500000,0.000078,0.000052,1.500000,0.000164,0.000109,1.500001,0.000356,0.000237,1.500011,0.001138,0.000759
8.347e+06,1.500000,0.000037,0.000025,1.500000,0.000081,0.000054,1.500000,0.000169,0.000113,1.500001,0.000368,0.000246,1.500012,0.001178,0.000786
8.641e+06,1.500000,0.000038,0.000025,1.500000,0.000084,0.000056,1.500000,0.000175,0.000117,1.500001,0.000381,0.000254,1.500012,0.001220,0.000813
8.945e+06,1.500000,0.000039,0.000026,1.500000,0.000087,0.000058,1.500000,0.000182,0.000121,1.500001,0.000395,0.000263,1.500013,0.001263,0.000842
9.260e+06,1.500000,0.000041,0.000027,1.500000,0.000090,0.000060,1.500000,0.000188,0.000125,1.500001,0.000409,0.000272,1.500014,0.001307,0.000872
9.586e+06,1.500000,0.000042,0.000028,1.500000,0.000093,0.000062,1.500000,0.000195,0.000130,1.500001,0.000423,0.000282,1.500015,0.001353,0.000902
9.923e+06,1.500000,0.000044,0.000029,1.500000,0.000096,0.000064,1.500000,0.000201,0.000134,1.500002,0.000438,0.000292,1.500016,0.001401,0.000934
1.027e+07,1.500000,0.000045,0.000030,1.500000,0.000100,0.000066,1.500000,0.000208,0.000139,1.500002,0.000453,0.000302,1.500018,0.001450,0.000967
1.063e+07,1.500000,0.000047,0.000031,1.500000,0.000103,0.000069,1.500000,0.000216,0.000144,1.500002,0.000469,0.000313,1.500019,0.001501,0.001001
1.101e+07,1.500000,0.000049,0.000032,1.500000,0.000107,0.000071,1.500000,0.000223,0.000149,1.500002,0.000486,0.000324,1.500020,0.001554,0.001036
1.140e+07,1.500000,0.000050,0.000034,1.500000,0.000111,0.000074,1.500000,0.000231,0.000154,1.500002,0.000503,0.000335,1.500022,0.001609,0.001072
1.180e+07,1.500000,0.000052,0.000035,1.500000,0.000115,0.000076,1.500000,0.000239,0.000160,1.500002,0.000521,0.000347,1.500023,0.001665,0.001110
1.221e+07,1.500000,0.000054,0.000036,1.500000,0.000119,0.000079,1.500001,0.000248,0.000165,1.500002,0.000539,0.000359,1.500025,0.001724,0.001149
1.264e+07,1.500000,0.000056,0.000037,1.500000,0.000123,0.000082,1.500001,0.000257,0.000171,1.500003,0.000558,0.000372,1.500027,0.001785,0.001190
1.309e+07,1.500000,0.000058,0.000038,1.500000,0.000127,0.000085,1.500001,0.000266,0.000177,1.500003,0.000577,0.000385,1.500028,0.001847,0.001232
1.355e+07,1.500000,0.000060,0.000040,1.500000,0.000132,0.000088,1.500001,0.000275,0.000183,1.500003,0.000598,0.000399,1.500030,0.001912,0.001275
1.403e+07,1.500000,0.000062,0.000041,1.500000,0.000136,0.000091,1.500001,0.000285,0.000190,1.500003,0.000619,0.000413,1.500033,0.001980,0.001320
1.452e+07,1.500000,0.000064,0.000043,1.500000,0.000141,0.000094,1.500001,0.000295,0.000196,1.500003,0.000641,0.000427,1.500035,0.002049,0.001366
1.503e+07,1.500000,0.000066,0.000044,1.500000,0.000146,0.000097,1.500001,0.000305,0.000203,1.500004,0.000663,0.000442,1.500038,0.002121,0.001414
1.556e+07,1.500000,0.000069,0.000046,1.500000,0.000151,0.000101,1.500001,0.000316,0.000211,1.500004,0.000686,0.000458,1.500040,0.002196,0.001464
1.611e+07,1.500000,0.000071,0.000047,1.500000,0.000156,0.000104,1.500001,0.000327,0.000218,1.500004,0.000711,0.000474,1.500043,0.002273,0.001516
1.667e+07,1.500000,0.000074,0.000049,1.500000,0.000162,0.000108,1.500001,0.000338,0.000226,1.500005,0.000736,0.000490,1.500046,0.002353,0.001569
1.726e+07,1.500000,0.000076,0.000051,1.500000,0.000168,0.000112,1.500001,0.000350,0.000234,1.500005,0.000762,0.000508,1.500049,0.002436,0.001624
1.787e+07,1.500000,0.000079,0.000053,1.500000,0.000173,0.000116,1.500001,0.000363,0.000242,1.500005,0.000788,0.000526,1.500053,0.002522,0.001681
1.850e+07,1.500000,0.000082,0.000054,1.500000,0.000180,0.000120,1.500001,0.000375,0.000250,1.500006,0.000816,0.000544,1.500057,0.002610,0.001740
1.915e+07,1.500000,0.000084,0.000056,1.500000,0.000186,0.000124,1.500001,0.000389,0.000259,1.500006,0.000845,0.000563,1.500061,0.002702,0.001801
1.982e+07,1.500000,0.000087,0.000058,1.500000,0.000192,0.000128,1.500001,0.000402,0.000268,1.500006,0.000875,0.000583,1.500065,0.002797,0.001865
2.052e+07,1.500000,0.000091,0.000060,1.500000,0.000199,0.000133,1.500001,0.000416,0.000278,1.500007,0.000905,0.000604,1.500070,0.002896,0.001930
2.124e+07,1.500000,0.000094,0.000062,1.500000,0.000206,0.000137,1.500002,0.000431,0.000287,1.500007,0.000937,0.000625,1.500075,0.002997,0.001998
2.199e+07,1.500000,0.000097,0.000065,1.500000,0.000213,0.000142,1.500002,0.000446,0.000298,1.500008,0.000970,0.000647,1.500080,0.003103,0.002068
2.276e+07,1.500000,0.000100,0.000067,1.500000,0.000221,0.000147,1.500002,0.000462,0.000308,1.500008,0.001004,0.000670,1.500086,0.003212,0.002141
2.357e+07,1.500000,0.000104,0.000069,1.500000,0.000229,0.000153,1.500002,0.000478,0.000319,1.500009,0.001040,0.000693,1.500092,0.003325,0.002216
2.440e+07,1.500000,0.000108,0.000072,1.500000,0.000237,0.000158,1.500002,0.000495,0.000330,1.500010,0.001076,0.000718,1.500099,0.003442,0.002294
2.525e+07,1.500000,0.000111,0.000074,1.500001,0.000245,0.000163,1.500002,0.000513,0.000342,1.500010,0.001114,0.000743,1.500106,0.003563,0.002375
2.614e+07,1.500000,0.000115,0.000077,1.500001,0.000254,0.000169,1.500002,0.000531,0.000354,1.500011,0.001153,0.000769,1.500113,0.003688,0.002458
2.706e+07,1.500000,0.000119,0.000080,1.500001,0.000263,0.000175,1.500003,0.000549,0.000366,1.500012,0.001194,0.000796,1.500122,0.003817,0.002545
2.802e+07,1.500000,0.000124,0.000082,1.500001,0.000272,0.000181,1.500003,0.000569,0.000379,1.500013,0.001236,0.000824,1.500130,0.003951,0.002634
2.900e+07,1.500000,0.000128,0.000085,1.500001,0.000282,0.000188,1.500003,0.000589,0.000392,1.500014,0.001280,0.000853,1.500140,0.004090,0.002726
