f_Hz,Kprime_VG 10  (η = 10 mPa·s)_GPa,Kdoubleprime_VG 10  (η = 10 mPa·s)_GPa,tand_VG 10  (η = 10 mPa·s),Kprime_VG 22  (η = 22 mPa·s)_GPa,Kdoubleprime_VG 22  (η = 22 mPa·s)_GPa,tand_VG 22  (η = 22 mPa·s),Kprime_VG 46  (η = 46 mPa·s)_GPa,Kdoubleprime_VG 46  (η = 46 mPa·s)_GPa,tand_VG 46  (η = 46 mPa·s),Kprime_VG 100 (η = 100 mPa·s)_GPa,Kdoubleprime_VG 100 (η = 100 mPa·s)_GPa,tand_VG 100 (η = 100 mPa·s),Kprime_VG 320 (η = 320 mPa·s)_GPa,Kdoubleprime_VG 320 (η = 320 mPa·s)_GPa,tand_VG 320 (η = 320 mPa·s)
3.002e+07,1.500000,0.000132,0.000088,1.500001,0.000291,0.000194,1.500003,0.000609,0.000406,1.500015,0.001325,0.000883,1.500150,0.004234,0.002822
3.108e+07,1.500000,0.000137,0.000091,1.500001,0.000302,0.000201,1.500003,0.000631,0.000421,1.500016,0.001371,0.000914,1.500160,0.004382,0.002921
3.217e+07,1.500000,0.000142,0.000095,1.500001,0.000312,0.000208,1.500004,0.000653,0.000435,1.500017,0.001419,0.000946,1.500172,0.004536,0.003024
3.331e+07,1.500000,0.000147,0.000098,1.500001,0.000323,0.000216,1.500004,0.000676,0.000451,1.500018,0.001469,0.000980,1.500184,0.004695,0.003130
3.448e+07,1.500000,0.000152,0.000101,1.500001,0.000335,0.000223,1.500004,0.000700,0.000467,1.500019,0.001521,0.001014,1.500197,0.004860,0.003240
3.569e+07,1.500000,0.000157,0.000105,1.500001,0.000346,0.000231,1.500004,0.000724,0.000483,1.500021,0.001575,0.001050,1.500211,0.005031,0.003353
3.695e+07,1.500000,0.000163,0.000109,1.500001,0.000359,0.000239,1.500005,0.000750,0.000500,1.500022,0.001630,0.001087,1.500226,0.005207,0.003471
3.825e+07,1.500000,0.000169,0.000113,1.500001,0.000371,0.000248,1.500005,0.000776,0.000518,1.500024,0.001687,0.001125,1.500243,0.005390,0.003593
3.960e+07,1.500000,0.000175,0.000116,1.500001,0.000384,0.000256,1.500005,0.000804,0.000536,1.500025,0.001747,0.001164,1.500260,0.005579,0.003718
4.099e+07,1.500000,0.000181,0.000121,1.500001,0.000398,0.000265,1.500006,0.000832,0.000555,1.500027,0.001808,0.001205,1.500278,0.005774,0.003849
4.243e+07,1.500000,0.000187,0.000125,1.500001,0.000412,0.000275,1.500006,0.000861,0.000574,1.500029,0.001872,0.001248,1.500298,0.005976,0.003983
4.393e+07,1.500000,0.000194,0.000129,1.500002,0.000426,0.000284,1.500007,0.000892,0.000594,1.500031,0.001938,0.001292,1.500320,0.006186,0.004123
4.547e+07,1.500000,0.000201,0.000134,1.500002,0.000441,0.000294,1.500007,0.000923,0.000615,1.500034,0.002006,0.001337,1.500343,0.006402,0.004267
4.707e+07,1.500000,0.000208,0.000138,1.500002,0.000457,0.000305,1.500008,0.000955,0.000637,1.500036,0.002076,0.001384,1.500367,0.006626,0.004416
4.873e+07,1.500000,0.000215,0.000143,1.500002,0.000473,0.000315,1.500008,0.000989,0.000659,1.500039,0.002149,0.001433,1.500393,0.006858,0.004571
5.045e+07,1.500000,0.000223,0.000148,1.500002,0.000490,0.000326,1.500009,0.001024,0.000683,1.500041,0.002225,0.001483,1.500421,0.007098,0.004730
5.222e+07,1.500000,0.000230,0.000154,1.500002,0.000507,0.000338,1.500009,0.001060,0.000707,1.500044,0.002303,0.001536,1.500451,0.007346,0.004896
5.406e+07,1.500000,0.000239,0.000159,1.500002,0.000525,0.000350,1.500010,0.001097,0.000731,1.500047,0.002384,0.001590,1.500484,0.007602,0.005066
5.596e+07,1.500001,0.000247,0.000165,1.500002,0.000543,0.000362,1.500011,0.001136,0.000757,1.500051,0.002468,0.001645,1.500518,0.007868,0.005243
5.793e+07,1.500001,0.000256,0.000170,1.500003,0.000562,0.000375,1.500012,0.001176,0.000784,1.500054,0.002555,0.001703,1.500555,0.008142,0.005426
5.997e+07,1.500001,0.000265,0.000176,1.500003,0.000582,0.000388,1.500012,0.001217,0.000811,1.500058,0.002645,0.001763,1.500595,0.008426,0.005615
6.209e+07,1.500001,0.000274,0.000183,1.500003,0.000603,0.000402,1.500013,0.001260,0.000840,1.500062,0.002738,0.001825,1.500637,0.008719,0.005810
6.427e+07,1.500001,0.000284,0.000189,1.500003,0.000624,0.000416,1.500014,0.001304,0.000870,1.500067,0.002834,0.001889,1.500682,0.009023,0.006012
6.653e+07,1.500001,0.000294,0.000196,1.500003,0.000646,0.000431,1.500015,0.001350,0.000900,1.500072,0.002934,0.001956,1.500731,0.009337,0.006221
6.888e+07,1.500001,0.000304,0.000203,1.500004,0.000669,0.000446,1.500016,0.001398,0.000932,1.500077,0.003037,0.002025,1.500783,0.009661,0.006437
7.130e+07,1.500001,0.000315,0.000210,1.500004,0.000692,0.000461,1.500017,0.001447,0.000965,1.500082,0.003144,0.002096,1.500839,0.009996,0.006661
7.381e+07,1.500001,0.000326,0.000217,1.500004,0.000716,0.000478,1.500019,0.001498,0.000999,1.500088,0.003254,0.002169,1.500898,0.010343,0.006891
7.641e+07,1.500001,0.000337,0.000225,1.500005,0.000742,0.000494,1.500020,0.001551,0.001034,1.500095,0.003369,0.002246,1.500962,0.010702,0.007130
7.910e+07,1.500001,0.000349,0.000233,1.500005,0.000768,0.000512,1.500021,0.001605,0.001070,1.500101,0.003487,0.002325,1.501030,0.011072,0.007376
8.188e+07,1.500001,0.000361,0.000241,1.500005,0.000795,0.000530,1.500023,0.001662,0.001108,1.500109,0.003610,0.002406,1.501104,0.011455,0.007631
8.476e+07,1.500001,0.000374,0.000249,1.500006,0.000823,0.000549,1.500025,0.001720,0.001147,1.500116,0.003736,0.002491,1.501182,0.011850,0.007894
8.775e+07,1.500001,0.000387,0.000258,1.500006,0.000852,0.000568,1.500026,0.001781,0.001187,1.500125,0.003868,0.002578,1.501266,0.012259,0.008165
9.084e+07,1.500001,0.000401,0.000267,1.500006,0.000882,0.000588,1.500028,0.001843,0.001229,1.500134,0.004003,0.002669,1.501355,0.012680,0.008446
9.403e+07,1.500001,0.000415,0.000277,1.500007,0.000913,0.000608,1.500030,0.001908,0.001272,1.500143,0.004144,0.002762,1.501451,0.013116,0.008736
9.735e+07,1.500002,0.000429,0.000286,1.500007,0.000945,0.000630,1.500033,0.001975,0.001317,1.500154,0.004290,0.002859,1.501554,0.013566,0.009035
1.008e+08,1.500002,0.000445,0.000296,1.500008,0.000978,0.000652,1.500035,0.002045,0.001363,1.500165,0.004440,0.002960,1.501664,0.014031,0.009343
1.043e+08,1.500002,0.000460,0.000307,1.500009,0.001013,0.000675,1.500037,0.002117,0.001411,1.500176,0.004596,0.003064,1.501781,0.014510,0.009662
1.080e+08,1.500002,0.000476,0.000318,1.500009,0.001048,0.000699,1.500040,0.002191,0.001461,1.500189,0.004757,0.003171,1.501907,0.015005,0.009991
1.118e+08,1.500002,0.000493,0.000329,1.500010,0.001085,0.000723,1.500043,0.002268,0.001512,1.500202,0.004924,0.003282,1.502041,0.015516,0.010330
1.157e+08,1.500002,0.000511,0.000340,1.500011,0.001123,0.000749,1.500046,0.002348,0.001565,1.500217,0.005097,0.003397,1.502184,0.016042,0.010679
1.198e+08,1.500002,0.000529,0.000352,1.500011,0.001163,0.000775,1.500049,0.002431,0.001620,1.500232,0.005276,0.003517,1.502338,0.016585,0.011040
1.240e+08,1.500002,0.000547,0.000365,1.500012,0.001204,0.000802,1.500053,0.002516,0.001677,1.500249,0.005461,0.003640,1.502502,0.017145,0.011411
1.284e+08,1.500003,0.000566,0.000378,1.500013,0.001246,0.000831,1.500057,0.002604,0.001736,1.500267,0.005652,0.003767,1.502677,0.017722,0.011794
1.329e+08,1.500003,0.000586,0.000391,1.500014,0.001290,0.000860,1.500061,0.002696,0.001797,1.500286,0.005850,0.003899,1.502864,0.018317,0.012188
1.376e+08,1.500003,0.000607,0.000405,1.500015,0.001335,0.000890,1.500065,0.002791,0.001861,1.500306,0.006055,0.004036,1.503064,0.018929,0.012594
1.424e+08,1.500003,0.000628,0.000419,1.500016,0.001382,0.000922,1.500070,0.002889,0.001926,1.500328,0.006267,0.004177,1.503278,0.019560,0.013011
1.474e+08,1.500004,0.000651,0.000434,1.500017,0.001431,0.000954,1.500075,0.002991,0.001994,1.500352,0.006486,0.004323,1.503506,0.020209,0.013441
1.526e+08,1.500004,0.000673,0.000449,1.500018,0.001481,0.000988,1.500080,0.003096,0.002064,1.500377,0.006713,0.004474,1.503749,0.020877,0.013883
1.580e+08,1.500004,0.000697,0.000465,1.500020,0.001533,0.001022,1.500086,0.003205,0.002136,1.500404,0.006948,0.004631,1.504009,0.021563,0.014337
1.636e+08,1.500004,0.000722,0.000481,1.500021,0.001587,0.001058,1.500092,0.003317,0.002211,1.500432,0.007191,0.004792,1.504286,0.022269,0.014804
1.693e+08,1.500005,0.000747,0.000498,1.500023,0.001643,0.001095,1.500098,0.003434,0.002289,1.500463,0.007442,0.004960,1.504581,0.022994,0.015283
1.753e+08,1.500005,0.000773,0.000516,1.500024,0.001701,0.001134,1.500105,0.003554,0.002369,1.500496,0.007702,0.005133,1.504896,0.023739,0.015774
1.815e+08,1.500005,0.000801,0.000534,1.500026,0.001761,0.001174,1.500113,0.003679,0.002453,1.500532,0.007971,0.005312,1.505231,0.024503,0.016278
1.878e+08,1.500006,0.000829,0.000552,1.500028,0.001823,0.001215,1.500121,0.003809,0.002539,1.500570,0.008249,0.005497,1.505588,0.025286,0.016795
1.945e+08,1.500006,0.000858,0.000572,1.500030,0.001887,0.001258,1.500130,0.003942,0.002628,1.500610,0.008536,0.005688,1.505969,0.026089,0.017324
2.013e+08,1.500007,0.000888,0.000592,1.500032,0.001953,0.001302,1.500139,0.004081,0.002720,1.500654,0.008833,0.005886,1.506374,0.026912,0.017865
2.084e+08,1.500007,0.000919,0.000613,1.500034,0.002022,0.001348,1.500149,0.004224,0.002816,1.500700,0.009141,0.006091,1.506805,0.027753,0.018419
2.157e+08,1.500008,0.000952,0.000634,1.500037,0.002093,0.001396,1.500160,0.004372,0.002915,1.500750,0.009458,0.006302,1.507263,0.028614,0.018984
2.233e+08,1.500008,0.000985,0.000657,1.500039,0.002167,0.001445,1.500171,0.004526,0.003017,1.500804,0.009787,0.006521,1.507749,0.029494,0.019561
2.312e+08,1.500009,0.001020,0.000680,1.500042,0.002243,0.001495,1.500183,0.004685,0.003123,1.500861,0.010127,0.006747,1.508266,0.030391,0.020150
2.393e+08,1.500009,0.001056,0.000704,1.500045,0.002322,0.001548,1.500196,0.004849,0.003232,1.500922,0.010478,0.006981,1.508815,0.031306,0.020749
2.477e+08,1.500010,0.001093,0.000729,1.500048,0.002404,0.001602,1.500210,0.005019,0.003346,1.500987,0.010841,0.007222,1.509397,0.032239,0.021359
2.565e+08,1.500011,0.001131,0.000754,1.500052,0.002488,0.001659,1.500225,0.005195,0.003463,1.501058,0.011216,0.007472,1.510014,0.033188,0.021978
2.655e+08,1.500011,0.001171,0.000781,1.500055,0.002576,0.001717,1.500241,0.005377,0.003584,1.501133,0.011603,0.007730,1.510668,0.034152,0.022607
2.748e+08,1.500012,0.001212,0.000808,1.500059,0.002666,0.001778,1.500259,0.005566,0.003710,1.501213,0.012003,0.007996,1.511360,0.035130,0.023244
2.845e+08,1.500013,0.001255,0.000837,1.500064,0.002760,0.001840,1.500277,0.005761,0.003840,1.501299,0.012417,0.008271,1.512092,0.036122,0.023889
2.945e+08,1.500014,0.001299,0.000866,1.500068,0.002857,0.001905,1.500297,0.005963,0.003974,1.501391,0.012844,0.008555,1.512865,0.037125,0.024540
3.049e+08,1.500015,0.001345,0.000897,1.500073,0.002958,0.001972,1.500318,0.006172,0.004114,1.501489,0.013285,0.008848,1.513682,0.038139,0.025196
3.156e+08,1.500016,0.001392,0.000928,1.500078,0.003062,0.002041,1.500341,0.006388,0.004257,1.501595,0.013741,0.009151,1.514543,0.039162,0.025857
3.267e+08,1.500017,0.001441,0.000961,1.500084,0.003169,0.002113,1.500365,0.006611,0.004406,1.501707,0.014211,0.009463,1.515451,0.040192,0.026521
3.382e+08,1.500019,0.001492,0.000995,1.500090,0.003281,0.002187,1.500391,0.006842,0.004560,1.501828,0.014696,0.009786,1.516406,0.041226,0.027187
3.501e+08,1.500020,0.001545,0.001030,1.500096,0.003396,0.002264,1.500419,0.007082,0.004720,1.501956,0.015197,0.010118,1.517411,0.042263,0.027852
3.625e+08,1.500021,0.001599,0.001066,1.500103,0.003515,0.002343,1.500449,0.007329,0.004885,1.502094,0.015714,0.010461,1.518467,0.043301,0.028516
3.752e+08,1.500023,0.001655,0.001103,1.500110,0.003639,0.002426,1.500481,0.007585,0.005055,1.502241,0.016246,0.010815,1.519574,0.044336,0.029177
3.884e+08,1.500024,0.001713,0.001142,1.500118,0.003767,0.002511,1.500516,0.007850,0.005231,1.502399,0.016796,0.011179,1.520734,0.045367,0.029832
4.021e+08,1.500026,0.001774,0.001182,1.500127,0.003899,0.002599,1.500552,0.008124,0.005414,1.502567,0.017362,0.011555,1.521948,0.046390,0.030481
4.163e+08,1.500028,0.001836,0.001224,1.500136,0.004036,0.002690,1.500592,0.008407,0.005602,1.502747,0.017946,0.011942,1.523216,0.047402,0.031119
4.309e+08,1.500030,0.001901,0.001267,1.500146,0.004178,0.002785,1.500634,0.008700,0.005797,1.502939,0.018547,0.012341,1.524539,0.048399,0.031747
4.461e+08,1.500032,0.001968,0.001312,1.500156,0.004324,0.002883,1.500679,0.009002,0.005999,1.503144,0.019166,0.012751,1.525917,0.049380,0.032361
4.618e+08,1.500035,0.002037,0.001358,1.500167,0.004476,0.002984,1.500728,0.009316,0.006207,1.503363,0.019804,0.013173,1.527351,0.050339,0.032958
4.780e+08,1.500037,0.002109,0.001406,1.500179,0.004633,0.003089,1.500779,0.009639,0.006423,1.503596,0.020460,0.013607,1.528839,0.051274,0.033538
4.949e+08,1.500040,0.002183,0.001455,1.500192,0.004796,0.003197,1.500835,0.009974,0.006646,1.503846,0.021135,0.014054,1.530382,0.052180,0.034096
5.123e+08,1.500043,0.002260,0.001506,1.500206,0.004964,0.003309,1.500894,0.010320,0.006876,1.504112,0.021829,0.014513,1.531979,0.053055,0.034632
5.303e+08,1.500046,0.002339,0.001559,1.500220,0.005138,0.003425,1.500958,0.010678,0.007114,1.504395,0.022542,0.014984,1.533628,0.053894,0.035141
5.490e+08,1.500049,0.002421,0.001614,1.500236,0.005318,0.003545,1.501026,0.011047,0.007360,1.504698,0.023274,0.015468,1.535328,0.054693,0.035623
5.683e+08,1.500052,0.002506,0.001671,1.500253,0.005505,0.003669,1.501099,0.011429,0.007614,1.505021,0.024026,0.015964,1.537077,0.055448,0.036074
5.883e+08,1.500056,0.002595,0.001730,1.500271,0.005698,0.003798,1.501177,0.011824,0.007876,1.505364,0.024798,0.016473,1.538873,0.056157,0.036492
6.090e+08,1.500060,0.002686,0.001790,1.500291,0.005897,0.003931,1.501260,0.012231,0.008147,1.505730,0.025589,0.016994,1.540713,0.056816,0.036876
6.305e+08,1.500064,0.002780,0.001853,1.500311,0.006104,0.004068,1.501349,0.012652,0.008427,1.506120,0.026399,0.017528,1.542594,0.057420,0.037223
6.527e+08,1.500069,0.002878,0.001919,1.500334,0.006318,0.004211,1.501445,0.013087,0.008716,1.506534,0.027229,0.018074,1.544514,0.057967,0.037531
6.756e+08,1.500074,0.002979,0.001986,1.500357,0.006539,0.004358,1.501547,0.013536,0.009015,1.506975,0.028078,0.018632,1.546468,0.058454,0.037798
6.994e+08,1.500079,0.003084,0.002056,1.500383,0.006768,0.004511,1.501656,0.014000,0.009323,1.507444,0.028946,0.019202,1.548453,0.058878,0.038024
7.240e+08,1.500085,0.003192,0.002128,1.500410,0.007004,0.004668,1.501773,0.014478,0.009641,1.507942,0.029832,0.019783,1.550464,0.059237,0.038206
7.495e+08,1.500091,0.003305,0.002203,1.500440,0.007249,0.004831,1.501898,0.014972,0.009969,1.508471,0.030736,0.020376,1.552498,0.059529,0.038344
7.759e+08,1.500098,0.003421,0.002280,1.500471,0.007502,0.005000,1.502032,0.015481,0.010307,1.509032,0.031658,0.020979,1.554550,0.059752,0.038437
8.032e+08,1.500105,0.003541,0.002360,1.500504,0.007764,0.005174,1.502175,0.016007,0.010656,1.509627,0.032597,0.021593,1.556614,0.059904,0.038484
8.315e+08,1.500112,0.003665,0.002443,1.500540,0.008035,0.005355,1.502327,0.016549,0.011016,1.510258,0.033552,0.022216,1.558686,0.059986,0.038485
8.608e+08,1.500120,0.003794,0.002529,1.500579,0.008315,0.005541,1.502491,0.017108,0.011386,1.510926,0.034521,0.022848,1.560762,0.059995,0.038440
8.911e+08,1.500129,0.003927,0.002618,1.500620,0.008605,0.005734,1.502665,0.017684,0.011768,1.511633,0.035505,0.023488,1.562836,0.059933,0.038349
9.224e+08,1.500138,0.004065,0.002710,1.500664,0.008904,0.005934,1.502852,0.018277,0.012162,1.512380,0.036501,0.024135,1.564902,0.059799,0.038213
9.549e+08,1.500148,0.004208,0.002805,1.500712,0.009214,0.006140,1.503051,0.018888,0.012567,1.513170,0.037509,0.024788,1.566958,0.059595,0.038032
9.885e+08,1.500158,0.004356,0.002904,1.500762,0.009535,0.006353,1.503263,0.019518,0.012984,1.514003,0.038526,0.025447,1.568997,0.059322,0.037809
1.023e+09,1.500170,0.004509,0.003005,1.500817,0.009866,0.006574,1.503490,0.020166,0.013412,1.514882,0.039552,0.026109,1.571014,0.058980,0.037543
1.059e+09,1.500182,0.004667,0.003111,1.500875,0.010208,0.006801,1.503733,0.020832,0.013854,1.515808,0.040584,0.026774,1.573007,0.058573,0.037236
1.097e+09,1.500195,0.004831,0.003220,1.500937,0.010562,0.007037,1.503991,0.021517,0.014307,1.516782,0.041619,0.027439,1.574970,0.058103,0.036891
1.135e+09,1.500209,0.005000,0.003333,1.501003,0.010928,0.007280,1.504267,0.022222,0.014773,1.517806,0.042657,0.028104,1.576899,0.057571,0.036509
1.175e+09,1.500224,0.005176,0.003450,1.501075,0.011305,0.007532,1.504561,0.022946,0.015251,1.518881,0.043694,0.028767,1.578791,0.056982,0.036092
1.217e+09,1.500240,0.005357,0.003571,1.501151,0.011696,0.007791,1.504874,0.023689,0.015741,1.520008,0.044728,0.029426,1.580642,0.056337,0.035642
1.259e+09,1.500257,0.005545,0.003696,1.501233,0.012099,0.008060,1.505208,0.024452,0.016245,1.521188,0.045756,0.030079,1.582450,0.055642,0.035162
1.304e+09,1.500275,0.005739,0.003825,1.501320,0.012516,0.008337,1.505564,0.025234,0.016760,1.522422,0.046775,0.030724,1.584212,0.054898,0.034653
1.350e+09,1.500295,0.005940,0.003959,1.501413,0.012946,0.008623,1.505943,0.026036,0.017289,1.523711,0.047782,0.031359,1.585925,0.054110,0.034119
1.397e+09,1.500316,0.006148,0.004098,1.501513,0.013391,0.008918,1.506346,0.026857,0.017829,1.525055,0.048774,0.031982,1.587588,0.053282,0.033561
1.446e+09,1.500338,0.006363,0.004241,1.501620,0.013850,0.009223,1.506775,0.027697,0.018382,1.526455,0.049746,0.032590,1.589198,0.052416,0.032983
1.497e+09,1.500363,0.006586,0.004390,1.501735,0.014323,0.009538,1.507232,0.028557,0.018947,1.527909,0.050697,0.033181,1.590756,0.051518,0.032386
1.550e+09,1.500388,0.006817,0.004543,1.501857,0.014812,0.009863,1.507716,0.029435,0.019523,1.529418,0.051621,0.033752,1.592259,0.050590,0.031773
1.605e+09,1.500416,0.007055,0.004702,1.501988,0.015317,0.010198,1.508231,0.030331,0.020111,1.530982,0.052516,0.034302,1.593707,0.049637,0.031146
1.661e+09,1.500446,0.007301,0.004866,1.502128,0.015837,0.010543,1.508778,0.031246,0.020709,1.532599,0.053378,0.034828,1.595100,0.048662,0.030507
1.719e+09,1.500478,0.007556,0.005036,1.502277,0.016374,0.010899,1.509358,0.032177,0.021318,1.534267,0.054202,0.035327,1.596438,0.047669,0.029859
1.780e+09,1.500512,0.007820,0.005212,1.502437,0.016927,0.011266,1.509972,0.033125,0.021937,1.535986,0.054985,0.035798,1.597721,0.046660,0.029204
1.843e+09,1.500548,0.008093,0.005393,1.502608,0.017498,0.011645,1.510624,0.034088,0.022565,1.537753,0.055723,0.036237,1.598949,0.045640,0.028544
1.908e+09,1.500587,0.008375,0.005581,1.502791,0.018085,0.012034,1.511313,0.035065,0.023202,1.539566,0.056413,0.036642,1.600123,0.044611,0.027880
1.975e+09,1.500629,0.008667,0.005776,1.502985,0.018691,0.012436,1.512042,0.036056,0.023846,1.541422,0.057051,0.037012,1.601244,0.043577,0.027214
2.044e+09,1.500674,0.008969,0.005976,1.503194,0.019314,0.012849,1.512813,0.037059,0.024497,1.543318,0.057634,0.037344,1.602313,0.042539,0.026549
2.116e+09,1.500722,0.009281,0.006184,1.503416,0.019956,0.013274,1.513626,0.038072,0.025153,1.545252,0.058159,0.037637,1.603331,0.041502,0.025885
2.191e+09,1.500773,0.009603,0.006399,1.503653,0.020617,0.013711,1.514485,0.039094,0.025814,1.547218,0.058623,0.037889,1.604300,0.040466,0.025224
2.268e+09,1.500829,0.009937,0.006621,1.503906,0.021296,0.014160,1.515389,0.040124,0.026477,1.549213,0.059022,0.038098,1.605220,0.039435,0.024567
2.348e+09,1.500887,0.010281,0.006850,1.504177,0.021994,0.014622,1.516342,0.041158,0.027143,1.551234,0.059356,0.038264,1.606094,0.038410,0.023915
2.430e+09,1.500951,0.010638,0.007087,1.504465,0.022712,0.015096,1.517343,0.042195,0.027808,1.553275,0.059622,0.038385,1.606922,0.037394,0.023271
2.516e+09,1.501018,0.011006,0.007332,1.504772,0.023449,0.015583,1.518395,0.043233,0.028473,1.555332,0.059818,0.038460,1.607707,0.036388,0.022633
2.604e+09,1.501090,0.011386,0.007585,1.505099,0.024205,0.016082,1.519499,0.044268,0.029134,1.557400,0.059944,0.038490,1.608450,0.035393,0.022004
2.696e+09,1.501168,0.011779,0.007847,1.505448,0.024981,0.016594,1.520656,0.045299,0.029789,1.559474,0.059998,0.038473,1.609152,0.034410,0.021384
2.791e+09,1.501250,0.012186,0.008117,1.505819,0.025777,0.017118,1.521866,0.046323,0.030438,1.561549,0.059980,0.038411,1.609816,0.033442,0.020774
2.889e+09,1.501339,0.012605,0.008396,1.506215,0.026592,0.017655,1.523130,0.047335,0.031078,1.563621,0.059891,0.038303,1.610442,0.032490,0.020174
2.991e+09,1.501434,0.013038,0.008684,1.506635,0.027426,0.018204,1.524450,0.048334,0.031706,1.565684,0.059730,0.038150,1.611034,0.031553,0.019585
3.096e+09,1.501535,0.013486,0.008981,1.507083,0.028280,0.018765,1.525825,0.049316,0.032321,1.567734,0.059500,0.037953,1.611591,0.030633,0.019008
3.205e+09,1.501644,0.013948,0.009288,1.507558,0.029152,0.019337,1.527255,0.050277,0.032920,1.569765,0.059200,0.037713,1.612116,0.029731,0.018442
3.318e+09,1.501760,0.014425,0.009605,1.508063,0.030043,0.019921,1.528740,0.051213,0.033500,1.571774,0.058833,0.037431,1.612611,0.028846,0.017888
3.435e+09,1.501884,0.014917,0.009932,1.508599,0.030951,0.020516,1.530279,0.052122,0.034060,1.573755,0.058402,0.037110,1.613076,0.027980,0.017346
3.556e+09,1.502017,0.015425,0.010269,1.509168,0.031877,0.021122,1.531872,0.052998,0.034597,1.575706,0.057908,0.036750,1.613514,0.027134,0.016817
3.681e+09,1.502158,0.015948,0.010617,1.509772,0.032820,0.021738,1.533518,0.053839,0.035108,1.577621,0.057354,0.036355,1.613926,0.026306,0.016299
3.810e+09,1.502310,0.016488,0.010975,1.510411,0.033778,0.022363,1.535214,0.054641,0.035592,1.579498,0.056743,0.035925,1.614313,0.025498,0.015795
3.945e+09,1.502472,0.017045,0.011345,1.511088,0.034751,0.022997,1.536960,0.055400,0.036045,1.581333,0.056079,0.035463,1.614676,0.024709,0.015303
4.083e+09,1.502645,0.017619,0.011726,1.511804,0.035738,0.023639,1.538753,0.056112,0.036466,1.583124,0.055365,0.034972,1.615017,0.023940,0.014823
4.227e+09,1.502830,0.018211,0.012118,1.512561,0.036737,0.024288,1.540590,0.056774,0.036852,1.584868,0.054604,0.034453,1.615337,0.023190,0.014356
4.376e+09,1.503028,0.018820,0.012521,1.513361,0.037747,0.024942,1.542469,0.057382,0.037201,1.586562,0.053800,0.033910,1.615638,0.022460,0.013902
4.530e+09,1.503239,0.019448,0.012937,1.514205,0.038766,0.025602,1.544386,0.057933,0.037512,1.588205,0.052957,0.033344,1.615919,0.021749,0.013459
4.689e+09,1.503465,0.020093,0.013365,1.515095,0.039793,0.026265,1.546338,0.058424,0.037782,1.589796,0.052079,0.032758,1.616184,0.021057,0.013029
4.854e+09,1.503705,0.020758,0.013804,1.516032,0.040826,0.026930,1.548321,0.058852,0.038010,1.591332,0.051169,0.032155,1.616431,0.020385,0.012611
5.025e+09,1.503962,0.021441,0.014256,1.517017,0.041863,0.027595,1.550331,0.059216,0.038196,1.592815,0.050231,0.031536,1.616663,0.019731,0.012205
5.202e+09,1.504236,0.022143,0.014721,1.518053,0.042901,0.028260,1.552364,0.059512,0.038336,1.594242,0.049269,0.030905,1.616880,0.019095,0.011810
5.385e+09,1.504528,0.022865,0.015197,1.519140,0.043937,0.028922,1.554414,0.059739,0.038432,1.595614,0.048287,0.030262,1.617084,0.018478,0.011427
